Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login_Genaral,Chrome 144.0.7559.97,,,28-01-2026 12:39:37,28-01-2026 12:42:38,3m - 0.688s,PASSED
,,,,,,,
Test Cases/ProhanceWeb/Login_Page/Login,Chrome 144.0.7559.97,Login,,28-01-2026 12:39:38,28-01-2026 12:41:51,2m - 13.174s,PASSED
"DATA BINDING - {""password"":""tsL9urF6O/APwsPS+50KRA\u003d\u003d"",""userName"":""tsL9urF6O/D/xURRxzj/8w\u003d\u003d""}",,,,,,,
"openBrowser("""")",Chrome 144.0.7559.97,,,28-01-2026 12:39:39,28-01-2026 12:40:49,1m - 10.765s,PASSED
maximizeWindow(),Chrome 144.0.7559.97,,,28-01-2026 12:40:49,28-01-2026 12:40:50,0.127s,PASSED
"waitForPageLoad(Delay, CONTINUE_ON_FAILURE)",Chrome 144.0.7559.97,,,28-01-2026 12:40:50,28-01-2026 12:40:50,0.452s,PASSED
navigateToUrl(URL),Chrome 144.0.7559.97,,,28-01-2026 12:40:50,28-01-2026 12:41:41,50.898s,PASSED
try,Chrome 144.0.7559.97,,,28-01-2026 12:41:41,28-01-2026 12:41:51,10.248s,PASSED
Finally,Chrome 144.0.7559.97,,,28-01-2026 12:41:51,28-01-2026 12:41:51,0.014s,PASSED
,,,,,,,
Test Cases/ProhanceWeb/Organization Settings/Activity DashBoard/ActivityDashBoard,Chrome 144.0.7559.97,,,28-01-2026 12:41:51,28-01-2026 12:42:34,42.769s,PASSED
"DATA BINDING - {""exportType"":""excel""}",,,,,,,
explort = null,Chrome 144.0.7559.97,,,28-01-2026 12:41:52,28-01-2026 12:41:52,0.000s,PASSED
rows = null,Chrome 144.0.7559.97,,,28-01-2026 12:41:52,28-01-2026 12:41:52,0.000s,PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/Organization Settings/New Folder/Page_ProHance/a_WORK TIME""), Delay))",Chrome 144.0.7559.97,,,28-01-2026 12:41:52,28-01-2026 12:42:34,42.112s,PASSED
,,,,,,,
Test Cases/ProhanceWeb/LogOut_Page/LogOut,Chrome 144.0.7559.97,,,28-01-2026 12:42:34,28-01-2026 12:42:37,2.541s,PASSED
try,Chrome 144.0.7559.97,,,28-01-2026 12:42:34,28-01-2026 12:42:37,2.225s,PASSED
