Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login_Genaral,Chrome 144.0.7559.97,,,27-01-2026 23:20:48,27-01-2026 23:21:01,13.159s,PASSED
,,,,,,,
Test Cases/ProhanceWeb/Login_Page/Login,Chrome 144.0.7559.97,Login,,27-01-2026 23:20:48,27-01-2026 23:20:58,9.748s,PASSED
"DATA BINDING - {""password"":""tsL9urF6O/APwsPS+50KRA\u003d\u003d"",""userName"":""tsL9urF6O/D/xURRxzj/8w\u003d\u003d""}",,,,,,,
"openBrowser("""")",Chrome 144.0.7559.97,,,27-01-2026 23:20:49,27-01-2026 23:20:51,2.387s,PASSED
maximizeWindow(),Chrome 144.0.7559.97,,,27-01-2026 23:20:51,27-01-2026 23:20:51,0.068s,PASSED
"waitForPageLoad(Delay, CONTINUE_ON_FAILURE)",Chrome 144.0.7559.97,,,27-01-2026 23:20:51,27-01-2026 23:20:52,0.337s,PASSED
navigateToUrl(URL),Chrome 144.0.7559.97,,,27-01-2026 23:20:52,27-01-2026 23:20:53,1.263s,PASSED
try,Chrome 144.0.7559.97,,,27-01-2026 23:20:53,27-01-2026 23:20:58,5.153s,PASSED
Finally,Chrome 144.0.7559.97,,,27-01-2026 23:20:58,27-01-2026 23:20:58,0.025s,PASSED
,,,,,,,
Test Cases/ProhanceWeb/LogOut_Page/LogOut,Chrome 144.0.7559.97,,,27-01-2026 23:20:58,27-01-2026 23:21:01,2.487s,PASSED
try,Chrome 144.0.7559.97,,,27-01-2026 23:20:58,27-01-2026 23:21:01,2.290s,PASSED
